Name,Group1 Count,Group1 Name,Group1 Percentage,Group2 Count,Group2 Name,Group2 Percentage,Group3 Count,Group3 Name,Group3 Percentage,Group4 Count,Group4 Name,Group4 Percentage,MaxResponseTime Ok,MaxResponseTime Ko,MaxResponseTime Total,MeanNumberOfRequestsPerSecond Ok,MeanNumberOfRequestsPerSecond Ko,MeanNumberOfRequestsPerSecond Total,MeanResponseTime Ok,MeanResponseTime Ko,MeanResponseTime Total,MinResponseTime Ok,MinResponseTime Ko,MinResponseTime Total,NumberOfRequests Ok,NumberOfRequests Ko,NumberOfRequests Total,Percentiles1 Ok,Percentiles1 Ko,Percentiles1 Total,Percentiles2 Ok,Percentiles2 Ko,Percentiles2 Total,Percentiles3 Ok,Percentiles3 Ko,Percentiles3 Total,Percentiles4 Ok,Percentiles4 Ko,Percentiles4 Total,StandardDeviation Ok,StandardDeviation Ko,StandardDeviation Total
[GET] student Exercise Level - ,2400,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,235.000000,0.000000,235.000000,1.071429,0.000000,1.071429,89.000000,0.000000,89.000000,66.000000,0.000000,66.000000,2400.000000,0.000000,2400.000000,82.000000,0.000000,82.000000,114.000000,0.000000,114.000000,123.000000,0.000000,123.000000,140.000000,0.000000,140.000000,17.000000,0.000000,17.000000
[POST] Assignment wizard sync - ,600,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,319.000000,0.000000,319.000000,0.267857,0.000000,0.267857,127.000000,0.000000,127.000000,99.000000,0.000000,99.000000,600.000000,0.000000,600.000000,117.000000,0.000000,117.000000,165.000000,0.000000,165.000000,175.000000,0.000000,175.000000,198.000000,0.000000,198.000000,25.000000,0.000000,25.000000
[POST] submit Redirect 1 - ,4499,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,705.000000,0.000000,705.000000,2.008482,0.000000,2.008482,263.000000,0.000000,263.000000,187.000000,0.000000,187.000000,4499.000000,0.000000,4499.000000,256.000000,0.000000,256.000000,320.000000,0.000000,320.000000,341.000000,0.000000,341.000000,377.000000,0.000000,377.000000,42.000000,0.000000,42.000000
[GET] [teacher] Get students order - ,200,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,202.000000,0.000000,202.000000,0.089286,0.000000,0.089286,118.000000,0.000000,118.000000,89.000000,0.000000,89.000000,200.000000,0.000000,200.000000,112.000000,0.000000,112.000000,153.000000,0.000000,153.000000,164.000000,0.000000,164.000000,179.000000,0.000000,179.000000,23.000000,0.000000,23.000000
[GET] student gradebook - ,2395,t < 800 ms - ,100,1,800 ms < t < 1200 ms - ,0,4,t > 1200 ms - ,0,0,failed - ,0,2920.000000,0.000000,2920.000000,1.071429,0.000000,1.071429,94.000000,0.000000,94.000000,68.000000,0.000000,68.000000,2400.000000,0.000000,2400.000000,83.000000,0.000000,83.000000,116.000000,0.000000,116.000000,126.000000,0.000000,126.000000,154.000000,0.000000,154.000000,86.000000,0.000000,86.000000
[GET] Login Page - ,2600,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,569.000000,0.000000,569.000000,1.160714,0.000000,1.160714,67.000000,0.000000,67.000000,48.000000,0.000000,48.000000,2600.000000,0.000000,2600.000000,61.000000,0.000000,60.000000,87.000000,0.000000,87.000000,94.000000,0.000000,94.000000,114.000000,0.000000,114.000000,28.000000,0.000000,28.000000
[GET] TOC - ,3195,t < 800 ms - ,100,3,800 ms < t < 1200 ms - ,0,2,t > 1200 ms - ,0,0,failed - ,0,2373.000000,0.000000,2373.000000,1.428571,0.000000,1.428571,153.000000,0.000000,153.000000,116.000000,0.000000,116.000000,3200.000000,0.000000,3200.000000,142.000000,0.000000,142.000000,192.000000,0.000000,192.000000,205.000000,0.000000,205.000000,235.000000,0.000000,235.000000,59.000000,0.000000,59.000000
[GET] open random activity - ,2400,t < 800 ms - ,100,1,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,1186.000000,0.000000,1186.000000,1.071875,0.000000,1.071875,176.000000,0.000000,176.000000,118.000000,0.000000,118.000000,2401.000000,0.000000,2401.000000,168.000000,0.000000,168.000000,222.000000,0.000000,222.000000,237.000000,0.000000,237.000000,267.000000,0.000000,267.000000,39.000000,0.000000,39.000000
└─[GET] student Current user Redirect 1 - ,2400,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,212.000000,0.000000,212.000000,1.071429,0.000000,1.071429,73.000000,0.000000,73.000000,49.000000,0.000000,49.000000,2400.000000,0.000000,2400.000000,71.000000,0.000000,71.000000,96.000000,0.000000,97.000000,108.000000,0.000000,108.000000,142.000000,0.000000,142.000000,19.000000,0.000000,19.000000
[GET] student 1 Level - ,2400,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,342.000000,0.000000,342.000000,1.071429,0.000000,1.071429,106.000000,0.000000,106.000000,80.000000,0.000000,80.000000,2400.000000,0.000000,2400.000000,99.000000,0.000000,99.000000,133.000000,0.000000,133.000000,142.000000,0.000000,142.000000,159.000000,0.000000,159.000000,19.000000,0.000000,19.000000
[POST] Move student with grades Redirect 1 - ,107,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,524.000000,0.000000,524.000000,0.047768,0.000000,0.047768,322.000000,0.000000,322.000000,263.000000,0.000000,263.000000,107.000000,0.000000,107.000000,316.000000,0.000000,316.000000,381.000000,0.000000,381.000000,407.000000,0.000000,407.000000,424.000000,0.000000,424.000000,44.000000,0.000000,44.000000
[GET] teacher gradebook Redirect 1 - ,400,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,315.000000,0.000000,315.000000,0.178571,0.000000,0.178571,126.000000,0.000000,126.000000,99.000000,0.000000,99.000000,400.000000,0.000000,400.000000,118.000000,0.000000,118.000000,160.000000,0.000000,160.000000,171.000000,0.000000,171.000000,202.000000,0.000000,202.000000,24.000000,0.000000,24.000000
[POST] DELETE course Redirect 1 - ,200,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,197.000000,0.000000,197.000000,0.089286,0.000000,0.089286,128.000000,0.000000,128.000000,101.000000,0.000000,101.000000,200.000000,0.000000,200.000000,118.000000,0.000000,118.000000,165.000000,0.000000,165.000000,175.000000,0.000000,175.000000,180.000000,0.000000,180.000000,23.000000,0.000000,23.000000
└─[POST] TimeZoneForSelectedCountry - ,2600,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,161.000000,0.000000,161.000000,1.160714,0.000000,1.160714,65.000000,0.000000,65.000000,47.000000,0.000000,47.000000,2600.000000,0.000000,2600.000000,61.000000,0.000000,61.000000,86.000000,0.000000,86.000000,95.000000,0.000000,95.000000,115.000000,0.000000,115.000000,15.000000,0.000000,15.000000
[GET] Student Score Skill Sub Chart - ,1290,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,576.000000,0.000000,576.000000,0.575893,0.000000,0.575893,300.000000,0.000000,300.000000,116.000000,0.000000,116.000000,1290.000000,0.000000,1290.000000,295.000000,0.000000,295.000000,374.000000,0.000000,374.000000,409.000000,0.000000,409.000000,464.000000,0.000000,464.000000,60.000000,0.000000,60.000000
└─[GET] UserSettingDateFormats - ,2600,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,746.000000,0.000000,746.000000,1.160714,0.000000,1.160714,58.000000,0.000000,58.000000,43.000000,0.000000,43.000000,2600.000000,0.000000,2600.000000,53.000000,0.000000,53.000000,76.000000,0.000000,76.000000,83.000000,0.000000,83.000000,102.000000,0.000000,102.000000,18.000000,0.000000,18.000000
└─[GET] Courses JSON - ,3000,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,285.000000,0.000000,285.000000,1.339286,0.000000,1.339286,97.000000,0.000000,97.000000,75.000000,0.000000,75.000000,3000.000000,0.000000,3000.000000,89.000000,0.000000,89.000000,127.000000,0.000000,127.000000,134.000000,0.000000,134.000000,152.000000,0.000000,152.000000,19.000000,0.000000,19.000000
└─[GET] Calendar - ,5200,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,476.000000,0.000000,476.000000,2.321429,0.000000,2.321429,84.000000,0.000000,84.000000,56.000000,0.000000,56.000000,5200.000000,0.000000,5200.000000,71.000000,0.000000,71.000000,111.000000,0.000000,110.000000,184.000000,0.000000,185.000000,251.000000,0.000000,251.000000,39.000000,0.000000,39.000000
[GET] Teacher Score Skill Chart - ,43,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,323.000000,0.000000,323.000000,0.019196,0.000000,0.019196,244.000000,0.000000,244.000000,208.000000,0.000000,208.000000,43.000000,0.000000,43.000000,244.000000,0.000000,244.000000,278.000000,0.000000,278.000000,303.000000,0.000000,303.000000,316.000000,0.000000,316.000000,27.000000,0.000000,27.000000
[GET] preview random activity - ,198,t < 800 ms - ,99,1,800 ms < t < 1200 ms - ,1,1,t > 1200 ms - ,1,0,failed - ,0,1898.000000,0.000000,1898.000000,0.089286,0.000000,0.089286,283.000000,0.000000,283.000000,195.000000,0.000000,195.000000,200.000000,0.000000,200.000000,267.000000,0.000000,267.000000,343.000000,0.000000,343.000000,379.000000,0.000000,379.000000,480.000000,0.000000,480.000000,131.000000,0.000000,131.000000
[GET] Settings - ,2400,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,259.000000,0.000000,259.000000,1.071429,0.000000,1.071429,126.000000,0.000000,126.000000,99.000000,0.000000,99.000000,2400.000000,0.000000,2400.000000,117.000000,0.000000,117.000000,161.000000,0.000000,161.000000,170.000000,0.000000,170.000000,191.000000,0.000000,191.000000,22.000000,0.000000,22.000000
[GET] Messages Compose - ,2518,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,313.000000,0.000000,313.000000,1.124107,0.000000,1.124107,175.000000,0.000000,175.000000,115.000000,0.000000,115.000000,2518.000000,0.000000,2518.000000,168.000000,0.000000,168.000000,219.000000,0.000000,219.000000,233.000000,0.000000,233.000000,262.000000,0.000000,262.000000,30.000000,0.000000,30.000000
└─[GET] teacher Current user Redirect 1 - ,400,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,150.000000,0.000000,150.000000,0.178571,0.000000,0.178571,67.000000,0.000000,67.000000,46.000000,0.000000,46.000000,400.000000,0.000000,400.000000,63.000000,0.000000,63.000000,92.000000,0.000000,92.000000,100.000000,0.000000,100.000000,120.000000,0.000000,120.000000,17.000000,0.000000,17.000000
└─[GET] UserSettingsPersonal - ,2600,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,262.000000,0.000000,262.000000,1.160714,0.000000,1.160714,58.000000,0.000000,58.000000,43.000000,0.000000,43.000000,2600.000000,0.000000,2600.000000,53.000000,0.000000,53.000000,77.000000,0.000000,77.000000,83.000000,0.000000,83.000000,99.000000,0.000000,99.000000,13.000000,0.000000,13.000000
[POST] Save time - ,1569,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,311.000000,0.000000,311.000000,0.700446,0.000000,0.700446,109.000000,0.000000,109.000000,81.000000,0.000000,81.000000,1569.000000,0.000000,1569.000000,101.000000,0.000000,101.000000,140.000000,0.000000,140.000000,149.000000,0.000000,149.000000,169.000000,0.000000,169.000000,22.000000,0.000000,22.000000
[GET] Open assigned activity - ,2100,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,343.000000,0.000000,343.000000,0.937500,0.000000,0.937500,116.000000,0.000000,116.000000,88.000000,0.000000,88.000000,2100.000000,0.000000,2100.000000,107.000000,0.000000,107.000000,148.000000,0.000000,148.000000,159.000000,0.000000,159.000000,178.000000,0.000000,178.000000,22.000000,0.000000,22.000000
[GET] Settingspage Redirect 1 - ,2600,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,338.000000,0.000000,338.000000,1.160714,0.000000,1.160714,128.000000,0.000000,128.000000,99.000000,0.000000,99.000000,2600.000000,0.000000,2600.000000,118.000000,0.000000,119.000000,165.000000,0.000000,164.000000,175.000000,0.000000,175.000000,197.000000,0.000000,197.000000,24.000000,0.000000,24.000000
[POST] submit - ,4499,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,2,failed - ,0,604.000000,226.000000,604.000000,2.008482,0.000893,2.009375,221.000000,200.000000,221.000000,140.000000,175.000000,140.000000,4499.000000,2.000000,4501.000000,215.000000,200.000000,215.000000,277.000000,220.000000,277.000000,294.000000,223.000000,294.000000,333.000000,225.000000,333.000000,41.000000,25.000000,41.000000
[GET] teacher gradebook - ,400,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,181.000000,0.000000,181.000000,0.178571,0.000000,0.178571,90.000000,0.000000,90.000000,70.000000,0.000000,70.000000,400.000000,0.000000,400.000000,83.000000,0.000000,83.000000,118.000000,0.000000,118.000000,128.000000,0.000000,128.000000,143.000000,0.000000,143.000000,18.000000,0.000000,18.000000
└─[GET] student Scores for root Unit Redirect 1 - ,2399,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,1,t > 1200 ms - ,0,0,failed - ,0,1334.000000,0.000000,1334.000000,1.071429,0.000000,1.071429,121.000000,0.000000,121.000000,86.000000,0.000000,86.000000,2400.000000,0.000000,2400.000000,116.000000,0.000000,116.000000,153.000000,0.000000,153.000000,166.000000,0.000000,166.000000,194.000000,0.000000,194.000000,34.000000,0.000000,34.000000
└─[GET] student User notifications Redirect 1 - ,2400,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,214.000000,0.000000,214.000000,1.071429,0.000000,1.071429,73.000000,0.000000,73.000000,49.000000,0.000000,49.000000,2400.000000,0.000000,2400.000000,70.000000,0.000000,70.000000,97.000000,0.000000,97.000000,107.000000,0.000000,107.000000,136.000000,0.000000,136.000000,18.000000,0.000000,18.000000
[POST] Move student with grades - ,107,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,236.000000,0.000000,236.000000,0.047768,0.000000,0.047768,146.000000,0.000000,146.000000,111.000000,0.000000,111.000000,107.000000,0.000000,107.000000,141.000000,0.000000,141.000000,180.000000,0.000000,180.000000,201.000000,0.000000,201.000000,210.000000,0.000000,210.000000,26.000000,0.000000,26.000000
[GET] teacher Exercise Level - ,400,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,211.000000,0.000000,211.000000,0.178571,0.000000,0.178571,112.000000,0.000000,112.000000,85.000000,0.000000,85.000000,400.000000,0.000000,400.000000,105.000000,0.000000,105.000000,144.000000,0.000000,144.000000,155.000000,0.000000,155.000000,176.000000,0.000000,176.000000,22.000000,0.000000,22.000000
[GET] student 3 Level - ,2400,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,291.000000,0.000000,291.000000,1.071429,0.000000,1.071429,105.000000,0.000000,105.000000,81.000000,0.000000,81.000000,2400.000000,0.000000,2400.000000,99.000000,0.000000,99.000000,133.000000,0.000000,133.000000,143.000000,0.000000,143.000000,162.000000,0.000000,162.000000,18.000000,0.000000,18.000000
[POST] Save - ,4501,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,381.000000,0.000000,381.000000,2.009375,0.000000,2.009375,169.000000,0.000000,169.000000,113.000000,0.000000,113.000000,4501.000000,0.000000,4501.000000,163.000000,0.000000,163.000000,212.000000,0.000000,212.000000,228.000000,0.000000,228.000000,258.000000,0.000000,258.000000,31.000000,0.000000,31.000000
[GET] Messages Redirect 1 - ,2599,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,1,t > 1200 ms - ,0,0,failed - ,0,1577.000000,0.000000,1577.000000,1.160714,0.000000,1.160714,131.000000,0.000000,131.000000,59.000000,0.000000,59.000000,2600.000000,0.000000,2600.000000,123.000000,0.000000,123.000000,168.000000,0.000000,168.000000,180.000000,0.000000,180.000000,201.000000,0.000000,201.000000,38.000000,0.000000,38.000000
[GET] Get Students List Page [1] - ,200,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,720.000000,0.000000,720.000000,0.089286,0.000000,0.089286,326.000000,0.000000,326.000000,254.000000,0.000000,254.000000,200.000000,0.000000,200.000000,319.000000,0.000000,319.000000,384.000000,0.000000,384.000000,406.000000,0.000000,406.000000,455.000000,0.000000,455.000000,50.000000,0.000000,50.000000
└─[GET] UserSettingLanguage - ,2600,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,177.000000,0.000000,177.000000,1.160714,0.000000,1.160714,65.000000,0.000000,65.000000,50.000000,0.000000,50.000000,2600.000000,0.000000,2600.000000,59.000000,0.000000,59.000000,86.000000,0.000000,86.000000,94.000000,0.000000,94.000000,111.000000,0.000000,111.000000,14.000000,0.000000,14.000000
[GET] teacher 1 Level - ,400,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,194.000000,0.000000,194.000000,0.178571,0.000000,0.178571,120.000000,0.000000,120.000000,87.000000,0.000000,87.000000,400.000000,0.000000,400.000000,114.000000,0.000000,114.000000,153.000000,0.000000,153.000000,163.000000,0.000000,163.000000,180.000000,0.000000,180.000000,22.000000,0.000000,22.000000
└─[GET] Course ToC JSON - ,2997,t < 800 ms - ,100,1,800 ms < t < 1200 ms - ,0,2,t > 1200 ms - ,0,0,failed - ,0,1811.000000,0.000000,1811.000000,1.339286,0.000000,1.339286,487.000000,0.000000,487.000000,265.000000,0.000000,265.000000,3000.000000,0.000000,3000.000000,507.000000,0.000000,507.000000,586.000000,0.000000,586.000000,608.000000,0.000000,609.000000,661.000000,0.000000,661.000000,99.000000,0.000000,99.000000
[POST] Course Type - ,200,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,158.000000,0.000000,158.000000,0.089286,0.000000,0.089286,89.000000,0.000000,89.000000,70.000000,0.000000,70.000000,200.000000,0.000000,200.000000,85.000000,0.000000,85.000000,115.000000,0.000000,115.000000,122.000000,0.000000,122.000000,133.000000,0.000000,133.000000,16.000000,0.000000,16.000000
[POST] Send Message - ,2299,t < 800 ms - ,100,1,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,992.000000,0.000000,992.000000,1.026786,0.000000,1.026786,230.000000,0.000000,230.000000,145.000000,0.000000,145.000000,2300.000000,0.000000,2300.000000,225.000000,0.000000,225.000000,296.000000,0.000000,296.000000,321.000000,0.000000,321.000000,371.000000,0.000000,371.000000,53.000000,0.000000,53.000000
└─[GET] GetInboxMessages Redirect 1 - ,2518,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,154.000000,0.000000,154.000000,1.124107,0.000000,1.124107,71.000000,0.000000,71.000000,48.000000,0.000000,48.000000,2518.000000,0.000000,2518.000000,66.000000,0.000000,66.000000,94.000000,0.000000,94.000000,103.000000,0.000000,103.000000,116.000000,0.000000,116.000000,15.000000,0.000000,15.000000
[GET] Student Time Unit Chart - ,4200,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,248.000000,0.000000,248.000000,1.875000,0.000000,1.875000,118.000000,0.000000,118.000000,92.000000,0.000000,92.000000,4200.000000,0.000000,4200.000000,109.000000,0.000000,109.000000,152.000000,0.000000,152.000000,161.000000,0.000000,161.000000,180.000000,0.000000,180.000000,21.000000,0.000000,21.000000
└─[GET] RecentActivity - ,2800,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,473.000000,0.000000,473.000000,1.250000,0.000000,1.250000,131.000000,0.000000,131.000000,58.000000,0.000000,58.000000,2800.000000,0.000000,2800.000000,115.000000,0.000000,115.000000,195.000000,0.000000,195.000000,223.000000,0.000000,223.000000,271.000000,0.000000,271.000000,45.000000,0.000000,45.000000
[POST] Move student without grades Redirect 1 - ,93,t < 800 ms - ,100,0,800 ms < t < 1200 ms - ,0,0,t > 1200 ms - ,0,0,failed - ,0,486.000000,0.000000,486.000000,0.041518,0.000000,0.041518,317.000000,0.000000,317.000000,260.000000,0.000000,260.000000,93.000000,0.000000,93.000000,309.000000,0.000000,309.000000,378.000000,0.000000,378.000000,395.000000,0.000000,395.000000,459.000000,0.000000,459.000000,44.000000,0.000000,44.000000
